ID,ctrl_PSMs,exp_PSMs,PSM_fc,PSM_log2fc,PSM_zscore,bait,OG_category,XENLA_GeneNames,HUMAN_GeneNames,OG_annotation,OG_category_annotation
ENOG411DF7S,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,A,"grsf1.S, grsf1.L",NA,G-rich RNA sequence binding factor 1,RNA processing and modification
ENOG411CP9K,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,G,"gyg1.L, gyg1.S, gyg2.L","GYG2, GYG1",Glycogenin,Carbohydrate metabolism and transport
ENOG411CUX4,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,T,"ivns1abp.S, ivns1abp.L",IVNS1ABP,influenza virus NS1A binding protein,Signal Transduction
ENOG411DFGV,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,S,"eya3.S, eya3.L",NA,eyes absent homolog 3 (Drosophila),Function Unknown
ENOG411CPJA,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,Q,"loc100498221.L, MGC89248.L, rdh7.2.L, loc100498066.L, rdh9.L, rdh7.2.S, loc100124842.L, hsd17b6.L","RDH16, HSD17B6, RDH5, DHRS9, SDR9C7",dehydrogenase,Secondary Structure
ENOG411CZKT,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,EI,loc100497391.L,NA,"methylcrotonoyl-CoA carboxylase beta chain, mitochondrial-like",NA
ENOG411CZ5N,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,O,lonp1.L,LONP1,"ATP-dependent serine protease that mediates the selective degradation of misfolded, unassembled or oxidatively damaged polypeptides as well as certain short-lived regulatory proteins in the mitochondrial matrix. May also have a chaperone function in the assembly of inner membrane protein complexes. Participates in the regulation of mitochondrial gene expression and in the maintenance of the integrity of the mitochondrial genome. Binds to mitochondrial promoters and RNA in a single- stranded, site-specific, and strand-specific manner. May regulate mitochondrial DNA replication and or gene expression using site- specific, single-stranded DNA binding to target the degradation of regulatory proteins binding to adjacent sites in mitochondrial promoters (By similarity)",Post-translational modification
ENOG411D07I,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,I,"pisd.S, pisd.L, pisd-like.2.L, pisd-like.2.S",PISD,phosphatidylserine decarboxylase,Lipid metabolism
ENOG411DG52,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,TU,"Xelaev18014036m.g, Xelaev18016380m.g, Xelaev18016381m.g",NA,Synaptotagmin-like 2,NA
ENOG411CUWV,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,A,"cpsf2.S, cpsf2.L",CPSF2,"Cleavage and polyadenylation specific factor 2, 100kDa",RNA processing and modification
ENOG411CXVU,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,A,"fbl.L, fbl.S","FBL, FBLL1",Fibrillarin,RNA processing and modification
ENOG411D0BD,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,UY,nup85.L,NUP85,Nucleoporin 85kDa,NA
ENOG411CV4G,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,S,nudcd1.S,NUDCD1,NudC domain containing 1,Function Unknown
ENOG411CQKC,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,T,"iqgap2.S, iqgap2.L, iqgap1-like.1.S, iqgap3.L","IQGAP1, IQGAP2, IQGAP3",IQ motif containing GTPase activating protein,Signal Transduction
ENOG411D2YA,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,A,NA,SNRPD3,Small nuclear ribonucleoprotein D3 polypeptide 18kDa,RNA processing and modification
ENOG411CR6C,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,T,"gnaq.S, gna14.S","GNAQ, GNA11, GNA14",Guanine nucleotide binding protein (G protein),Signal Transduction
ENOG411CX60,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,S,naa10.L,"NAA10, NAA11",NatA catalytic subunit,Function Unknown
ENOG411CT7Q,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,TU,NA,SYNGR1,Synaptogyrin 1,NA
ENOG411CYC7,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,H,NA,NAMPT,Nicotinamide phosphoribosyltransferase,Coenzyme metabolis
ENOG411CSN9,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,P,asna1.L,ASNA1,"ATPase required for the post-translational delivery of tail-anchored (TA) proteins to the endoplasmic reticulum. Recognizes and selectively binds the transmembrane domain of TA proteins in the cytosol. This complex then targets to the endoplasmic reticulum by membrane-bound receptors, where the tail- anchored protein is released for insertion. This process is regulated by ATP binding and hydrolysis. ATP binding drives the homodimer towards the closed dimer state, facilitating recognition of newly synthesized TA membrane proteins. ATP hydrolysis is required for insertion. Subsequently, the homodimer reverts towards the open dimer state, lowering its affinity for the membrane-bound receptor, and returning it to the cytosol to initiate a new round of targeting (By similarity)",Inorganic ion transport and metabolism
ENOG411CP8N,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,Z,"sept2-a.L, sept2-a.S, sept2.S",SEPTIN2,septin 2,Cytoskeleton
ENOG411CUIE,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,S,"ociad1.L, ociad1.S",OCIAD1,OCIA domain containing 1,Function Unknown
ENOG411CP59,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,O,lcmt1.S,LCMT1,Leucine carboxyl methyltransferase 1,Post-translational modification
ENOG411CWDX,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,K,"gabpb2.S, gabpb1.L, Xelaev18001265m.g","GABPB2, GABPB1",GA binding protein transcription factor beta subunit,Transcription
ENOG411CTYA,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,T,"pdk1.S, pdk4.S, pdk3.S, pdk3.L","PDK2, PDK3, PDK4","Pyruvate dehydrogenase kinase, isozyme",Signal Transduction
ENOG411CW2T,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,A,"loc100494487.L, loc100494487.S, mov10.L",MOV10,"Mov10, Moloney leukemia virus 10, homolog (mouse)",RNA processing and modification
ENOG411CYJ7,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,TU,rcn3.S,RCN3,"Reticulocalbin 3, EF-hand calcium binding domain",NA
ENOG411CXK4,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,A,"u2af2.S, u2af2.L",U2AF2,U2 small nuclear RNA auxiliary factor 2,RNA processing and modification
ENOG411D2ZF,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,C,cyb5a.S,CYB5A,Cytochrome b5 type A (Microsomal),Energy production and conversion
ENOG411CXH3,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,T,nrbp1.S,NRBP1,nuclear receptor binding protein 1,Signal Transduction
ENOG411CS03,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,Q,dhrs12.L,DHRS12,dehydrogenase reductase (SDR family) member 12,Secondary Structure
ENOG411CT1I,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,S,"ranbp9.S, ranbp9.L","RANBP9, RANBP10",ran binding protein,Function Unknown
ENOG411D5J1,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,C,"atp5i.S, atp5i.L",ATP5ME,"ATP synthase, H transporting, mitochondrial Fo complex, subunit E",Energy production and conversion
ENOG411CQSI,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,K,NA,POLR2E,Polymerase (RNA) II (DNA directed) polypeptide E,Transcription
ENOG411CY1I,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,J,mrpl24.L,MRPL24,Mitochondrial ribosomal protein L24,Tranlsation
ENOG411CVZW,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,OT,cops6.S,COPS6,COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis),NA
ENOG411CVXS,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,J,mrpl28.L,MRPL28,Mitochondrial ribosomal protein L28,Tranlsation
ENOG411CSH0,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,J,"Xelaev18013699m.g, Xelaev18016151m.g, Xelaev18016150m.g",EXOSC8,Exosome component 8,Tranlsation
ENOG411CTGA,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,Z,"cttn.L, cttn.S, cttn-like.1.L",CTTN,Hematopoietic cell-specific lyn substrate 1,Cytoskeleton
ENOG411CXCB,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,O,"apba2.L, apba3.L, apba1.L, apba1.S, apba3.S","APBA3, APBA1, APBA2",amyloid beta A4 precursor protein-binding family A member,Post-translational modification
ENOG411CVGW,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,U,"lmf2.S, lmf2.L",LMF2,Lipase maturation factor 2,Intracellular trafficing and secretion
ENOG411CQUW,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,U,"dnm2.L, dnm2.S, dnm3.L, dnm1.L, dnm1.S","DNM3, DNM1, DNM2",dynamin 2,Intracellular trafficing and secretion
ENOG411CX41,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,T,faf2.S,FAF2,Fas associated factor family member 2,Signal Transduction
ENOG411CV83,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,O,"lysmd2.L, lysmd2.S",LYSMD2,"peptidoglycan-binding, domain containing 2",Post-translational modification
ENOG411CVVE,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,J,mrpl17.L,MRPL17,mitochondrial ribosomal protein L17,Tranlsation
ENOG411CYW0,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,OT,"cops2.S, cops2.L",COPS2,COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis),NA
ENOG411CVRS,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,T,"tsc1.L, tsc1.S",TSC1,Tuberous sclerosis 1,Signal Transduction
ENOG411D31R,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,S,knstrn.L,NA,chromosome 15 open reading frame 23,Function Unknown
ENOG411CQHM,1,1,-1.0165562913907285,-0.023690106045100492,-0.013102639503260374,dnai2,S,rpap3.L,RPAP3,RNA polymerase II associated protein 3,Function Unknown
ENOG411CXZQ,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,E,NA,"PYCR1, PYCR2",Pyrroline-5-carboxylate reductase,Amino Acid metabolis and transport
ENOG411D159,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,W,"loc100496148.L, lgals3.S, loc100492447.L",LGALS3,Lectin galactoside-binding soluble 3,NA
ENOG411D032,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,A,prpf8.S,PRPF8,PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae),RNA processing and modification
ENOG411CWY5,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,T,ppp4r2.L,PPP4R2,"protein phosphatase 4, regulatory subunit 2",Signal Transduction
ENOG411CQ8N,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,L,xrcc6.L,XRCC6,X-ray repair complementing defective repair in Chinese hamster cells 6,Replication and repair
ENOG411CQJW,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,I,NA,ACAD8,Acyl-CoA dehydrogenase family member 8,Lipid metabolism
ENOG411DBEC,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,T,NA,PPP1CC,"protein phosphatase 1, catalytic subunit, gamma",Signal Transduction
ENOG411CZ06,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,S,NA,OSTC,Oligosaccharyltransferase complex subunit,Function Unknown
ENOG411CRSX,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,O,"ppid.L, ppid.S",PPID,peptidylprolyl isomerase D,Post-translational modification
ENOG411D1J3,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,I,faah2.L,FAAH2,Fatty acid amide hydrolase 2,Lipid metabolism
ENOG411CUEV,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,Z,"Xelaev18013421m.g, kif13b.S, loc100490325.1, kif13a-like.L, loc100488116.L, Xelaev18013419m.g, kif13b.L, kif13a.S","KIF13B, KIF13A",Kinesin family member,Cytoskeleton
ENOG411CU1U,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,U,scamp2.S,SCAMP2,Secretory carrier membrane protein 2,Intracellular trafficing and secretion
ENOG411CXCK,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,C,rtn4ip1.L,RTN4IP1,reticulon 4 interacting protein 1,Energy production and conversion
ENOG411CRH4,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,Z,dnaaf1.S,DNAAF1,"dynein, axonemal, assembly factor 1",Cytoskeleton
ENOG411CX01,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,J,mrps22.L,MRPS22,mitochondrial ribosomal protein S22,Tranlsation
ENOG411CWKE,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,U,"uso1.L, uso1.S",USO1,USO1 vesicle docking protein homolog (yeast),Intracellular trafficing and secretion
ENOG411CZBF,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,J,exosc9.L,EXOSC9,Exosome component 9,Tranlsation
ENOG411CX0J,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,U,samm50.S,SAMM50,sorting and assembly machinery component 50 homolog (S. cerevisiae),Intracellular trafficing and secretion
ENOG411D1ND,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,D,kntc1.L,KNTC1,Kinetochore associated 1,Cell cycle control and mitosis
ENOG411DFH6,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,A,"hnrnpul2.L, hnrnpul2.S",NA,heterogeneous nuclear ribonucleoprotein U-like,RNA processing and modification
ENOG411CZ0Y,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,O,"vbp1.L, vbp1.S",VBP1,von Hippel-Lindau binding protein 1,Post-translational modification
ENOG411CP6W,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,T,"gnai2.S, gnai2.L",GNAI2,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2",Signal Transduction
ENOG411CPHS,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,J,eif3m.L,EIF3M,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is required for several steps in the initiation of protein synthesis. The eIF-3 complex associates with the 40S ribosome and facilitates the recruitment of eIF-1, eIF-1A, eIF-2 GTP methionyl-tRNAi and eIF-5 to form the 43S preinitiation complex (43S PIC). The eIF-3 complex stimulates mRNA recruitment to the 43S PIC and scanning of the mRNA for AUG recognition. The eIF-3 complex is also required for disassembly and recycling of post-termination ribosomal complexes and subsequently prevents premature joining of the 40S and 60S ribosomal subunits prior to initiation",Tranlsation
ENOG411D3HJ,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,S,loc100493614.S,NA,Intermediate filament protein,Function Unknown
ENOG411CSSV,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,O,nae1.S,NAE1,NEDD8 activating enzyme E1 subunit 1,Post-translational modification
ENOG411D0D7,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,I,"ptges2.S, ptges2.L",PTGES2,prostaglandin E synthase 2,Lipid metabolism
ENOG411CZN6,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,O,"Xetrov90016849m.L, asph.S",ASPH,aspartate beta-hydroxylase,Post-translational modification
ENOG411D3ED,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,C,NA,NDUFA13,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex,Energy production and conversion
ENOG411D32C,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,B,"h2afv.S, h2afv.L","H2AFV, H2AFZ","H2A histone family, member",Chromatin Structure and dynamics
ENOG411CV2M,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,L,"rad23b.L, rad23b.S","RAD23B, RAD23A",RAD23 homolog B (S. cerevisiae),Replication and repair
ENOG411CXEP,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,U,stmn4.L,STMN4,stathmin-like 4,Intracellular trafficing and secretion
ENOG411CXV3,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,U,NA,GORASP2,"Golgi reassembly stacking protein 2, 55kDa",Intracellular trafficing and secretion
ENOG411D3MV,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,C,"ndufa7-like.S, ndufa7.L",NDUFA7,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex,Energy production and conversion
ENOG411CWPU,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,I,acat2.L,ACAT2,Acetyl-CoA acetyltransferase 2,Lipid metabolism
ENOG411CX09,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,S,aamp.S,AAMP,"Angio-associated, migratory cell protein",Function Unknown
ENOG411CPNV,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,C,"atp6v0d2.S, atp6v0d1.L, atp6v0d2.L","ATP6V0D1, ATP6V0D2","ATPase, H transporting, lysosomal 38kDa, V0 subunit",Energy production and conversion
ENOG411D5XU,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,C,NA,NA,"Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain. Minor subunit located with subunit a in the membrane (By similarity)",Energy production and conversion
ENOG411D520,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,J,rpl38.L,RPL38,Ribosomal protein L38,Tranlsation
ENOG411D0BP,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,LT,NA,NA,deoxyribodipyrimidine photo-lyase-like,NA
ENOG411D0JQ,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,S,ppme1.S,PPME1,Protein phosphatase methylesterase 1,Function Unknown
ENOG411CW7X,2,2,-1.0165562913907285,-0.023690106045100492,-0.018530600660750022,dnai2,Z,"myo1c.S, myo1h.S, myo1c.L, myo1h.L","MYO1C, MYO1H",Myosin IC,Cytoskeleton
ENOG411CUW5,3,3,-1.0165562913907285,-0.023690106045100492,-0.022696079002275556,dnai2,T,"dlgap5.L, dlgap5.S",DLGAP5,"discs, large (Drosophila) homolog-associated protein 5",Signal Transduction
ENOG411CT6S,3,3,-1.0165562913907285,-0.023690106045100492,-0.022696079002275556,dnai2,U,sec13.L,SEC13,SEC13 homolog (S. cerevisiae),Intracellular trafficing and secretion
